datetime,symbol,price_type,price,volume
2026-01-01 17:47:27,EURUSD,LAST,1.17465,0
2026-01-01 17:47:30,EURUSD,LAST,1.17463,0
2026-01-01 17:47:31,EURUSD,LAST,1.17465,0
2026-01-01 17:47:32,EURUSD,LAST,1.17463,0
2026-01-01 17:47:33,EURUSD,LAST,1.17464,0
2026-01-01 17:47:37,EURUSD,LAST,1.17463,0
2026-01-01 17:47:38,EURUSD,LAST,1.17464,0
2026-01-01 17:47:40,EURUSD,LAST,1.17463,0
2026-01-01 17:47:42,EURUSD,LAST,1.17464,0
2026-01-01 17:48:43,EURUSD,LAST,1.17464,0
2026-01-01 17:48:54,EURUSD,LAST,1.17463,0
2026-01-01 17:48:57,EURUSD,LAST,1.17464,0
2026-01-01 17:49:08,EURUSD,LAST,1.17464,0
2026-01-01 17:49:13,EURUSD,LAST,1.17464,0
2026-01-01 17:49:22,EURUSD,LAST,1.17465,0
2026-01-01 17:49:25,EURUSD,LAST,1.17466,0
2026-01-01 17:49:26,EURUSD,LAST,1.17465,0
2026-01-01 17:49:27,EURUSD,LAST,1.17465,0
2026-01-01 17:49:46,EURUSD,LAST,1.17467,0
2026-01-01 17:49:56,EURUSD,LAST,1.17467,0
2026-01-01 17:49:59,EURUSD,LAST,1.17466,0
2026-01-01 17:50:01,EURUSD,LAST,1.17465,0
2026-01-01 17:50:22,EURUSD,LAST,1.17465,0
2026-01-01 17:50:24,EURUSD,LAST,1.17465,0
2026-01-01 17:50:28,EURUSD,LAST,1.17467,0
2026-01-01 17:50:29,EURUSD,LAST,1.17466,0
2026-01-01 17:50:31,EURUSD,LAST,1.17466,0
2026-01-01 17:50:34,EURUSD,LAST,1.17465,0
2026-01-01 17:50:37,EURUSD,LAST,1.17466,0
2026-01-01 17:50:38,EURUSD,LAST,1.17466,0
2026-01-01 17:50:41,EURUSD,LAST,1.17467,0
2026-01-01 17:51:22,EURUSD,LAST,1.17467,0
2026-01-01 17:51:23,EURUSD,LAST,1.17467,0
2026-01-01 17:51:32,EURUSD,LAST,1.17467,0
2026-01-01 17:51:56,EURUSD,LAST,1.17466,0
2026-01-01 17:51:58,EURUSD,LAST,1.17472,0
2026-01-01 17:51:59,EURUSD,LAST,1.17467,0
2026-01-01 17:52:08,EURUSD,LAST,1.17466,0
2026-01-01 17:52:10,EURUSD,LAST,1.17467,0
2026-01-01 17:52:18,EURUSD,LAST,1.17467,0
2026-01-01 17:52:19,EURUSD,LAST,1.17467,0
2026-01-01 17:52:21,EURUSD,LAST,1.17467,0
2026-01-01 17:52:31,EURUSD,LAST,1.17467,0
2026-01-01 17:52:35,EURUSD,LAST,1.17467,0
2026-01-01 17:52:40,EURUSD,LAST,1.17466,0
2026-01-01 17:52:41,EURUSD,LAST,1.17467,0
2026-01-01 17:53:07,EURUSD,LAST,1.17464,0
2026-01-01 17:53:11,EURUSD,LAST,1.17465,0
2026-01-01 17:53:15,EURUSD,LAST,1.17464,0
2026-01-01 17:53:18,EURUSD,LAST,1.17464,0
2026-01-01 17:53:20,EURUSD,LAST,1.17471,0
